word,meaning
pit,1.n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众 2.vt. 使竞争；窖藏；使凹下；去…之核；使留疤痕 3.vi. 凹陷；起凹点 4.n. (Pit)人名；(东南亚国家华语)必[新经济人高频]
pitch,1.n. 沥青；音高；程度；树脂；倾斜；投掷；球场 2.vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌 3.vi. 倾斜；投掷；搭帐篷；坠落[新经济人高频]
plainly,1.adv. 明白地；坦率地；平坦地；朴素地[新经济人高频]
Planck,1.n. 普朗克（德国物理学家）[新经济人高频]
Planet,1.n. 行星 2.n. (Planet)人名；(法)普拉内；(西、葡)普拉内特[新经济人高频]
planted,1.vbl. 种植[新经济人高频]
play down,1.贬低；降低；减少[新经济人高频]
pleasure,1.n. 快乐；希望；娱乐；令人高兴的事 2.vt. 使高兴；使满意 3.vi. 高兴；寻欢作乐[新经济人高频]
pledging,1.n. 保证；抵押；抵押物，典当物 2.v. 保证（pledge的ing形式）；抵押；向…祝酒[新经济人高频]
plethora,1.n. 过多；过剩；[医] 多血症[新经济人高频]
plight,1.n. 困境；境况；誓约 2.vt. 保证；约定[新经济人高频]
plotting,1.n. 测绘；标图 2.v. [测] 绘图；密谋（plot的ing形式）[新经济人高频]
plough,1.n. 犁；耕地（等于plow） 2.vi. 用犁耕田；开路 3.vt. 犁；耕 4.n. (Plough)人名；(英)普劳[新经济人高频]
plugged,1.v. 堵塞；接通电源（plug的过去分词） 2.adj. 堵塞的；塞紧的[新经济人高频]
plummeted,1.n. [测] 铅锤，坠子 2.vi. 垂直落下；（价格、水平等）骤然下跌[新经济人高频]
plunder,1.n. 抢夺；战利品；掠夺品 2.vt. 掠夺；抢劫；侵吞 3.vi. 掠夺；盗窃[新经济人高频]
plunging,1.n. 倒转 2.v. （使）投入，（使）插入；急降；从事（plunge的ing形式） 3.adj. 跳进的；突进往下的[新经济人高频]
plutonium,1.n. [化学] 钚（94号元素）[新经济人高频]
poaching,1.n. 非法狩猎；物色人才；漂洗；低温煮 2.v. 把…踏成泥浆；非法猎取；漂洗；窃取（poach的ing形式）[新经济人高频]
pod,1.n. 蚕茧；豆荚 2.n. (Pod)人名；(罗)波德 3.vt. 从豆荚中剥出 4.vi. 结豆荚[新经济人高频]
podium,1.n. 乐队指挥台；矮墙；墩座墙[新经济人高频]
poetry,1.n. 诗；诗意，诗情；诗歌艺术[新经济人高频]
pogroms,1.vt. 对…大屠杀 2.n. 大屠杀[新经济人高频]
pointless,1.adj. 无意义的；钝的；不尖的；不得要领的[新经济人高频]
poise,1.n. 平衡；姿势；镇静 2.vi. 平衡；准备好；悬着 3.vt. 使平衡；保持...姿势 4.n. (Poise)人名；(法)普瓦斯[新经济人高频]
poised,1.adj. 泰然自若的，镇定的；平衡的，均衡的；摆好姿势不动的，静止的[新经济人高频]
polarize,1.vt. （使）极化；（使）偏振；（使）两极分化 2.vi. 极化；偏振；两极分化[新经济人高频]
pollster,1.n. 民意测验专家，民意调查人；整理民意测验结果的人 2.n. (Pollster)人名；(英)波尔斯特[新经济人高频]
polluters,1.n. 污染者；污染源；污染物质[新经济人高频]
pomp,1.n. 盛况；浮华；壮丽；夸耀 2.n. (Pomp)人名；(德、匈)蓬普[新经济人高频]
ponder,1.vi. 考虑；沉思 2.vt. 仔细考虑；衡量 3.n. (Ponder)人名；(英)庞德[新经济人高频]
ponds,1.n. [水文] 池塘（pond的复数） 2.v. 堵成池；筑成池塘（pond的三单形式） 3.n. (Ponds)人名；(英)庞兹[新经济人高频]
pop,1.n. 流行音乐；汽水；砰然声；枪击 2.abbr. 邮局协议（post office protocol） 3.adj. 流行的；通俗的；热门的 4.vt. 取出；开枪打；抛出；突然伸出；突然行动 5.adv. 突然；砰地 6.vi. 突然出现；爆开；射击；瞪大；发出爆裂声 7.n. (Pop)人名；(罗、捷、塞)波普[新经济人高频]
popularly,1.adv. 流行地；通俗地；普及地；大众地[新经济人高频]
populism,1.n. 民粹主义，平民主义[新经济人高频]
populous,1.adj. 人口稠密的；人口多的[新经济人高频]
portray,1.vt. 描绘；扮演[新经济人高频]
Portuguese,1.n. 葡萄牙人；葡萄牙语 2.adj. 葡萄牙的；葡萄牙人的；葡萄牙语的[新经济人高频]
positively,1.adv. 肯定地；明确地；断然地[新经济人高频]
posse,1.n. 一队；民防团；地方武装团队 2.n. (Posse)人名；(法)波斯；(瑞典)波瑟；(西)波塞[新经济人高频]
postpone,1.vt. 使…延期；把…放在次要地位；把…放在后面 2.vi. 延缓，延迟；延缓发作[新经济人高频]
pothole,1.n. 壶穴 2.vi. 探索洞穴[新经济人高频]
poured,1.n. 倾泻；流出；骤雨 2.vt. 灌，注；倒；倾泻；倾吐 3.vi. 倾泻；涌流；斟茶 4.n. (Pour)人名；(伊朗)普尔；(捷)保尔[新经济人高频]
pout,1.n. 撅嘴；生气 2.vt. 撅嘴 3.vi. 撅嘴[新经济人高频]
practise,1.vi. 练习，实践；实施，实行；从事 2.vt. 练习，实践；实施，实行[新经济人高频]
pragmatic,1.adj. 实际的；实用主义的；国事的[新经济人高频]
predator,1.n. [动] 捕食者；[动] 食肉动物；掠夺者[新经济人高频]
predictable,1.adj. 可预言的[新经济人高频]
prefecture,1.n. 县；管区，辖区；地方官的任期[新经济人高频]
preference,1.n. 偏爱，倾向；优先权[新经济人高频]
pregnancy,1.n. 怀孕；丰富，多产；意义深长[新经济人高频]
preliminary,1.n. 准备；预赛；初步措施 2.adj. 初步的；开始的；预备的[新经济人高频]
premature,1.n. 早产儿；过早发生的事物 2.adj. 早产的；不成熟的；比预期早的[新经济人高频]
prescription,1.n. 药方；指示；惯例 2.adj. 凭处方方可购买的[新经济人高频]
prescriptions,1.n. 医药处方，[医] 药方（prescription复数形式）[新经济人高频]
preserved,1.adj. 保藏的；腌制的；喝醉的 2.n. (Preserved)人名；(英)普里泽夫德[新经济人高频]
preserving,1.n. 保留，保存[新经济人高频]
pressed,1.v. 压（press的过去式） 2.adj. 加压的；紧迫的[新经济人高频]
Presumably,1.adv. 大概；推测起来；可假定[新经济人高频]
prevailed,1.流行（ prevail的过去式和过去分词 ） 2.获胜（ prevail的过去式和过去分词 ）[新经济人高频]
priced,1.v. 给…定价（price的过去分词） 2.adj. [物价] 附有定价的[新经济人高频]
pricey,1.adj. 高价的，过分昂贵的[新经济人高频]
prickly,1.adj. 多刺的；刺痛的；易动怒的[新经济人高频]
primaries,1.n. 基元；主翼羽，比较原色（primary复数）[新经济人高频]
primarily,1.adv. 首先；主要地，根本上[新经济人高频]
Prince,1.n. 王子，国君；亲王；贵族 2.n. (Prince)人名；(英、葡)普林斯；(法)普兰斯；[新经济人高频]
prisons,1.n. 监狱；监禁；拘留所 2.vt. 监禁，关押 3.n. (Prison)人名；(德)普里松[新经济人高频]
privilege,1.n. 特权；优待；基本权利 2.vt. 给与…特权；特免[新经济人高频]
privileged,1.adj. 享有特权的；有特别恩典的 2.v. 给予…特权；免除（privilege的过去分词）[新经济人高频]
privileges,1.n. [计] 特权（privilege的复数） 2.v. 给与…特权（privilege的第三人称单数形式）[新经济人高频]
proactive,1.adj. 前摄的（前一活动中的因素对后一活动造成影响的）；有前瞻性的，先行一步的；积极主动的[新经济人高频]
probable,1.n. 很可能的事；大有希望的候选者 2.adj. 很可能的；可信的[新经济人高频]
proceed,1.vi. 开始；继续进行；发生；行进[新经济人高频]
processed,1.v. 处理，加工（process的过去形式） 2.adj. 处理的，加工过的[新经济人高频]
processing,1.v. 加工；[自] 处理；对…起诉（process的ing形式）[新经济人高频]
procession,1.n. 队伍，行列；一列，一排；列队行进 2.vt. 沿著……行进 3.vi. 列队行进[新经济人高频]
procurement,1.n. 采购；获得，取得[新经济人高频]
prod,1.n. 刺针；刺棒；签子 2.vi. 刺；捅 3.vt. 刺，戳；刺激[新经济人高频]
pro-democracy,1.支持民主[新经济人高频]
Production,1.n. 成果；产品；生产；作品[新经济人高频]
professions,1.n. 行业（profession的复数形式）；职业；专业[新经济人高频]
profile,1.n. 侧面；轮廓；外形；剖面；简况 2.vt. 描…的轮廓；扼要描述 3.vi. 给出轮廓[新经济人高频]
profitability,1.n. 赢利能力；收益性；利益率[新经济人高频]
profligate,1.n. 放荡者；享乐者 2.adj. 放荡的，不检点的；恣意挥霍的[新经济人高频]
Progressives,1.n. 进步派；进步人士（progressive的复数形式）；进步论者[新经济人高频]
projection,1.n. 投射；规划；突出；发射；推测[新经济人高频]
projections,1.n. 预测，推测（projection的复数形式）；[数][测] 投影；发射，规划；突出部分[新经济人高频]
proletariat,1.n. 无产阶级，工人阶级；最下层阶级[新经济人高频]
prolonged,1.adj. 延长的；拖延的；持续很久的[新经济人高频]
promotion,1.n. 提升，[劳经] 晋升；推销，促销；促进；发扬，振兴[新经济人高频]
prompt,1.n. 提示；付款期限；DOS命令：改变DOS系统提示符的风格 2.adj. 敏捷的，迅速的；立刻的 3.vt. 提示；促进；激起；（给演员）提白 4.adv. 准时地[新经济人高频]
promulgate,1.vt. 公布；传播；发表[新经济人高频]
pronouncements,1.n. 声明；宣告；公告；判决[新经济人高频]
prophecy,1.n. 预言；预言书；预言能力[新经济人高频]
propitious,1.adj. 适合的；吉利的；顺利的[新经济人高频]
proponent,1.n. 支持者；建议者；提出认证遗嘱者[新经济人高频]
proposing,1.v. 提议（propose的现在分词）；求婚[新经济人高频]
prosecuting,1.v. 起诉；进行（prosecute的ing形式）；实行[新经济人高频]
prosecution,1.n. 起诉，检举；进行；经营[新经济人高频]
prospective,1.n. 预期；展望 2.adj. 未来的；预期的[新经济人高频]
prostitution,1.n. 卖淫；滥用；出卖灵魂[新经济人高频]
protagonist,1.n. 主角，主演；主要人物，领导者[新经济人高频]
Protection,1.n. 保护；防卫；护照[新经济人高频]
protectionist,1.n. 贸易保护主义者 2.adj. 贸易保护主义的；保护贸易论的[新经济人高频]
protections,1.n. 保护（protection的复数）；保护动作[新经济人高频]
proteins,1.n. [生化] 蛋白质（protein复数）[新经济人高频]
Protestant,1.n. 抗议者；持异议者 2.adj. 抗议的；持异议的[新经济人高频]
Protestantism,1.n. 新教；新教教义；新教徒[新经济人高频]
prototype,1.n. 原型；标准，模范[新经济人高频]
proudly,1.adv. 傲慢地，自负地；得意洋洋地[新经济人高频]
provocative,1.n. 刺激物，挑拨物；兴奋剂 2.adj. 刺激的，挑拨的；气人的[新经济人高频]
provoke,1.vt. 驱使；激怒；煽动；惹起[新经济人高频]
provoked,1.v. 激起；挑衅（provoke的过去分词） 2.adj. 被激怒的；受到挑衅的[新经济人高频]
prowess,1.n. 英勇；超凡技术；勇猛[新经济人高频]
prudence,1.n. 审慎[新经济人高频]
prune,1.n. 深紫红色；傻瓜；李子干 2.vt. 修剪；删除；剪去 3.vi. 删除；减少 4.n. (Prune)人名；(罗)普鲁内[新经济人高频]
PSA,1.abbr. 美国摄影协会（Photographic Society of America ）；美国诗社（Poetry Society of America）；公共事业管理（Public Service Administration ）；公用事业协会（Public Service Association）[新经济人高频]
psychological,1.adj. 心理的；心理学的；精神上的[新经济人高频]
psychology,1.n. 心理学；心理状态[新经济人高频]
puff,1.n. 粉扑；泡芙；蓬松；一阵喷烟；肿块；吹嘘，宣传广告 2.vt. 喷出，张开；使膨胀；夸张；使骄傲自满 3.vi. 膨胀；张开；鼓吹；夸张 4.n. (Puff)人名；(德)普夫[新经济人高频]
pullout,1.n. 拔；撤离；飞机进场重新飞起；折叠的大张插页[新经济人高频]
pulse,1.n. [电子] 脉冲；脉搏 2.vt. 使跳动 3.vi. 跳动，脉跳[新经济人高频]
pump,1.n. 泵，抽水机；打气筒 2.vt. 打气；用抽水机抽… 3.vi. 抽水 4.n. (Pump)人名；(捷)蓬普；(英)庞普[新经济人高频]
pungent ,1.adj. 辛辣的；刺激性的；苦痛的；尖刻的[新经济人高频]
punitive,1.adj. 惩罚性的；刑罚的[新经济人高频]
puny,1.adj. 弱小的；微不足道的；微小的[新经济人高频]
purely,1.adv. 纯粹地；仅仅，只不过；完全地；贞淑地；清洁地[新经济人高频]
purge,1.n. 净化；泻药 2.vt. 净化；清洗；通便 3.vi. 净化；通便[新经济人高频]
pursued,1.v. 追击，追踪；继续从事（pursue的过去分词形式）[新经济人高频]
pushes,1.vt. 推动；增加；推行；逼迫 2.vi. 推；推进；增加；伸展；努力争取 3.n. 推；决心；奋力；攻击；干劲；进取心[新经济人高频]
put off,1.推迟；扔掉；阻止[新经济人高频]
Putting,1.n. 投掷；（高尔夫球）打球入洞 2.v. 放置（put的ing形式）；轻击球；使球入洞的轻击（putt的ing形式）[新经济人高频]
Pyongyang,1.n. 平壤（朝鲜民主主义人民共和国首都）[新经济人高频]
quail,1.n. 鹌鹑 2.vi. 畏缩，胆怯；感到恐惧 3.n. (Quail)人名；(英)奎尔[新经济人高频]
quaint,1.adj. 古雅的；奇怪的；离奇有趣的；做得很精巧的[新经济人高频]
quarterly,1.n. 季刊 2.adj. 季度的，按季度的；一年四次的 3.adv. 按季度，[农] 一季一次地；纵横四分地 4.n. (Quarterly)人名；(英)夸特利[新经济人高频]
queue,1.n. 队列；长队；辫子 2.vt. 将…梳成辫子；使…排队 3.vi. 排队；排队等候[新经济人高频]
queues,1.n. [数] 队列；行列（queue的复数形式） 2.v. [数] 排队（queue的第三人称单数）[新经济人高频]
quiescent,1.adj. 静止的；不活动的；沉寂的[新经济人高频]
quip,1.n. 妙语；嘲弄；讽刺语 2.vi. 嘲弄；讥讽 3.vt. 嘲弄[新经济人高频]
quote,1.n. 引用 2.vi. 报价；引用；引证 3.vt. 报价；引述；举证[新经济人高频]
quoted,1.v. 引证（quote的过去式）[新经济人高频]
rabies,1.n. [内科] 狂犬病，恐水病[新经济人高频]
radiation,1.n. 辐射；发光；放射物[新经济人高频]
radically,1.adv. 根本上；彻底地；以激进的方式[新经济人高频]
Rafael,1.n. 拉斐尔（男子名，来源于圣经故事）[新经济人高频]
Rahm,1.n. (Rahm)人名；(英、德、西、芬、瑞典)拉姆[新经济人高频]
raid,1.n. 袭击；突袭；搜捕；抢劫 2.vt. 袭击，突袭 3.vi. 对…进行突然袭击 4.n. (Raid)人名；(阿拉伯)拉伊德[新经济人高频]
ramification,1.n. 衍生物；分枝，分叉；支流[新经济人高频]
rampage,1.n. 暴怒；暴跳；乱闹 2.vi. 狂暴；乱闹；发怒[新经济人高频]
rampant,1.adj. 猖獗的；蔓延的；狂暴的；奔放的 2.n. (Rampant)人名；(法)朗庞[新经济人高频]
Rand,1.n. 兰特（南非的货币单位）；边缘；垫皮，衬底（鞋后根与鞋底中间的） 2.n. (Rand)人名；(英、德、俄、瑞典)兰德[新经济人高频]
